Model Year,Make,Model,Electric Vehicle Type,Electric Range,Base MSRP,Price Category
2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2014,HONDA,ACCORD,Plug-in Hybrid Electric Vehicle (PHEV),13.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),31.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,VOLVO,XC40,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,56426.41975308642,Normal
2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),23.0,56426.41975308642,Normal
2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,56426.41975308642,Normal
2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),22.0,56426.41975308642,Normal
2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),20.0,56426.41975308642,Normal
2022,KIA,NIRO,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2022,KIA,NIRO,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,KIA,NIRO,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33.0,56426.41975308642,Normal
2024,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,FORD,F-150,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2023,FORD,F-150,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6.0,56426.41975308642,Normal
2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),8.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),97.0,56426.41975308642,Normal
2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,TOYOTA,RAV4,Battery Electric Vehicle (BEV),103.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,56426.41975308642,Normal
2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,56426.41975308642,Normal
2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,56426.41975308642,Normal
2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33.0,56426.41975308642,Normal
2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,56426.41975308642,Normal
2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,56426.41975308642,Normal
2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),20.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16.0,56426.41975308642,Normal
2023,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),17.0,56426.41975308642,Normal
2022,BMW,I4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,69900.0,Normal
2023,KIA,NIRO,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),37.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2011,TH!NK,CITY,Battery Electric Vehicle (BEV),100.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2015,FIAT,500,Battery Electric Vehicle (BEV),87.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,56426.41975308642,Normal
2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,56426.41975308642,Normal
2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),31.0,56426.41975308642,Normal
2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,56426.41975308642,Normal
2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,BMW,I4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,56426.41975308642,Normal
2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2023,KIA,NIRO,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,56426.41975308642,Normal
2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270.0,56426.41975308642,Normal
2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,56426.41975308642,Normal
2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2023,FORD,F-150,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),203.0,56426.41975308642,Normal
2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),234.0,56426.41975308642,Normal
2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),39.0,56426.41975308642,Normal
2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,56426.41975308642,Normal
2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39.0,56426.41975308642,Normal
2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,56426.41975308642,Normal
2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,56426.41975308642,Normal
2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,56426.41975308642,Normal
2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39.0,56426.41975308642,Normal
2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),289.0,56426.41975308642,Normal
2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16.0,56426.41975308642,Normal
2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,56426.41975308642,Normal
2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,BMW,IX,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,56426.41975308642,Normal
2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,56426.41975308642,Normal
2016,KIA,SOUL,Battery Electric Vehicle (BEV),93.0,31950.0,Murah
2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),32.0,56426.41975308642,Normal
2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289.0,56426.41975308642,Normal
2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,56426.41975308642,Normal
2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,56426.41975308642,Normal
2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),14.0,56426.41975308642,Normal
2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,56426.41975308642,Normal
2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,56426.41975308642,Normal
2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,56426.41975308642,Normal
2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,69900.0,Normal
2023,KIA,EV6,Battery Electric Vehicle (BEV),0.0,56426.41975308642,Normal
